ID	Q1	Q3	RT	DP	CE	Compound name	Classes	Identification	SMILES	InChI	Library ID	keggID	Molecular formula	Observed mass (Da)	Exact mass (Da)	Accurate mass error (ppm)	Ionization model	Precursor ions (Q1)	Product ions (Q3)	Q4	Q5	Q6	Q7	Q8
mr2245	341.145	179.1	4.7	-40	-30	Coniferin	Polyphenol	putative	COc1cc(C=CCO)ccc1OC1OC(CO)C(O)C(O)C1O	InChI=1S/C16H22O8/c1-22-11-7-9(3-2-6-17)4-5-10(11)23-16-15(21)14(20)13(19)12(8-18)24-16/h2-5,7,12-21H,6,8H2,1H3	MS000011532	C00761	C16H22O8	342.344	342.1315	60.6	H-	341.1451	179.1	85	113	119	107.1	
mr739	275.1	151.1	8.2	20	10	Phloretin	Polyphenol	putative	O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O	InChI=1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2	MS000000454	C00774	C15H14O5	274.272	274.0841	31.6	H+	275.0914	151.1	91				
mr1047	177.1	160.2	3.7	50	30	Serotonin	Amino acid derivative	standard	NCCc1c[nH]c2ccc(O)cc12	InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2	MS000000111	C00780	C10H12N2O	176.219	176.095	12.8	H+	177.1023	160.2	141.2	132.2	115.2	103.2	
SA	136.9	92.9	8.5	-47	-27	SA	Phytohormone derivative	standard	O=C(O)c1ccccc1O	InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)	MS000000530	C00805	C7H6O3	138.122	138.0317	901.6								
p0078	165.1	147.1	4.9	40	30	4-Coumaric acid	Polyphenol	putative	O=C(O)C=Cc1ccc(O)cc1	InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)	MS000000453	C00811	C9H8O3	164.16	164.0473	277.1								
n05682	209.03	85	1.4	-80	-50	Saccharic acid	Organic acid	putative	O=C(O)C(O)C(O)C(O)C(O)C(=O)O	InChI=1S/C6H10O8/c7-1(3(9)5(11)12)2(8)4(10)6(13)14/h1-4,7-10H,(H,11,12)(H,13,14)	MS000001075	C00818	C6H10O8	210.138	210.0376	1.7	H-	209.0303	85	129	191	147		
mr1161	355.1	163	5.5	60	40	Chlorogenic acid	Polyphenol	standard	O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O	InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)	MS000000703	C00852	C16H18O9	354.311	354.0951	6.6	H+	355.1023	163	89	145	95	117	
GA1	347.2	259.21	6.3	-157	-26	GA1	Phytohormone derivative	standard	C=C1CC23CC1(O)CCC2C12CCC(O)C(C)(C(=O)O1)C2C3C(=O)O	InChI=1S/C19H24O6/c1-9-7-17-8-18(9,24)5-3-10(17)19-6-4-11(20)16(2,15(23)25-19)13(19)12(17)14(21)22/h10-13,20,24H,1,3-8H2,2H3,(H,21,22)	MS000009897	C00859	C19H24O6	348.395	348.1573	143.5								
mr493	142.1	83.1	0.8	80	10	Histidinol	Nucleic acid derivative	putative	NC(CO)Cc1cnc[nH]1	InChI=1S/C6H11N3O/c7-5(3-10)1-6-2-8-4-9-6/h2,4-5,10H,1,3,7H2,(H,8,9)	MS000000404	C00860	C6H11N3O	141.174	141.0902	18.1	H+	142.0974	83.1	101.1	124.1	81.5		
mr699	310.2	251.1	4.7	70	30	Sinapoylcholine	Phenolamide	putative	COc1cc(C=CC(=O)OCC[N+](C)(C)C)cc(OC)c1[O-]	InChI=1S/C16H23NO5/c1-17(2,3)8-9-22-15(18)7-6-12-10-13(20-4)16(19)14(11-12)21-5/h6-7,10-11H,8-9H2,1-5H3	MS000009488	C00933	C16H23NO5	309.362	309.1576	113.7	H+	310.1645	251.1	175	207.1	147	91.1	119
IAA	173.9	130.1	7.8	-90	-15	IAA	Phytohormone derivative	standard	O=C(O)Cc1c[nH]c2ccccc12	InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)	MS000000381	C00954	C10H9NO2	175.187	175.0633	891.4								
p0023	162.1	144.1	7.8	40	30	3-(2-Hydroxyethyl)indole	Phytohormone derivative	putative	OCCc1c[nH]c2ccccc12	InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2	MS000000161	C00955	C10H11NO	161.204	161.0841	53.7								
mr186	162.1	97.9	1.3	60	10	2-Aminoadipic acid	Amino acid derivative	putative	NC(CCCC(=O)O)C(=O)O	InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)	MS000000281	C00956	C6H11NO4	161.157	161.0688	148.7	H+	162.0761	97.9	84	144	115.9		
R10-0777	337.2	319.2	11.3	50	20	Prostaglandin B1	Other	putative	CCCCCC(O)C=CC1=C(CCCCCCC(=O)O)C(=O)CC1	InChI=1S/C20H32O4/c1-2-3-6-9-17(21)14-12-16-13-15-19(22)18(16)10-7-4-5-8-11-20(23)24/h12,14,17,21H,2-11,13,15H2,1H3,(H,23,24)	MS000000471	C00959	C20H32O4	336.472	336.2301	111.1	H+	337.2369	319.2	301.2	81.1	123.1	107.1	305.1
p0491	289.1	243.1	5.8	40	30	Dihydrokaempferol	Flavonoid	putative	O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O	InChI=1S/C15H12O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,14-18,20H	MS000010500	C00974	C15H12O6	288.255	288.0634	101.9								
ace-ser	219.1	115	4.1	70	20	N-Acetylserotonin	Amino acid derivative	standard	CC(=O)NCCc1c[nH]c2ccc(O)cc12	InChI=1S/C12H14N2O2/c1-8(15)13-5-4-9-7-14-12-3-2-10(16)6-11(9)12/h2-3,6-7,14,16H,4-5H2,1H3,(H,13,15)	MS000000275	C00978	C12H14N2O2	218.256	218.1055	58.5	H+	219.1137	115	160	91	77		
mr1188	138.1	94.2	1.3	50	20	Trigonelline	Other	standard	C[n+]1cccc(C(=O)[O-])c1	InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3	MS000007667	C01004	C7H7NO2	137.138	137.0477	328.7	H+	138.055	94.2	92.1	78.1	65.1		
Fucose	163	59	1.2	-40	-30	Fucose	Sugar	standard	CC1OC(O)C(O)C(O)C1O	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3	MS000009951	C01019	C6H12O5	164.157	164.0685	373.3								
mr254	146.1	100.2	1.3	50	30	4-Guanidinobutanoate	Phenolamide	putative	N=C(N)NCCCC(=O)O	InChI=1S/C5H11N3O2/c6-5(7)8-3-1-2-4(9)10/h1-3H2,(H,9,10)(H4,6,7,8)	MS000000209	C01035	C5H11N3O2	145.162	145.0851	52.7	H+	146.1	100.2	128	91.1	84.1	69.2	
mr2243	341.109	101	1.2	-80	-10	Trehalose	Sugar	standard	OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2	MS000001064	C01083	C12H22O11	342.297	342.1162	0.1	H-	341.1089	101	71	59	89	113	
mr772	171	96	1.3	20	40	3-Methylhistidine	Amino acid derivative	putative	Cn1cncc1CC(N)C(=O)O	InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)	MS000000189	C01152	C7H11N3O2	169.184	169.0851	5368	H+	171.0172	96	83				
mr1272	404.2	207.1	5.8	20	20	Sinapoyl O-hexoside	Polyphenol	putative	COc1cc(C=CC(=O)OC2OC(CO)C(O)C(O)C2O)cc(OC)c1O	InChI=1S/C17H22O10/c1-24-9-5-8(6-10(25-2)13(9)20)3-4-12(19)27-17-16(23)15(22)14(21)11(7-18)26-17/h3-6,11,14-18,20-23H,7H2,1-2H3	MS000010087	C01175	C17H22O10	386.353	386.1213	44212.7	NH4+	404.1554	207.1	175.1	147.1	119		
mr808	181	163	5.9	40	30	Caffeic acid	Polyphenol	standard	O=C(O)C=Cc1ccc(O)c(O)c1	InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)	MS000000294	C01197	C9H8O4	180.159	180.0423	275.2	H+	181.0493	163	135.2	107.3	99	91.1	79.2
mr709	348.1	136.1	4.1	50	10	Adenosine 3'-monophosphate	Nucleic acid derivative	standard	Nc1ncnc2c1ncn2C1OC(CO)C(OP(=O)(O)O)C1O	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(17)7(4(1-16)21-10)22-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)	MS000007239	C01367	C10H14N5O7P	347.224	347.0631	85.4	H+	348.0699	136.1	97	69	119	151	250.1
p0488	289.1	135.1	4.8	40	30	3,7,3',4'-Tetrahydroxyflavanone	Flavonoid	putative	O=C1c2ccc(O)cc2OC(c2ccc(O)c(O)c2)C1O	InChI=1S/C15H12O6/c16-8-2-3-9-12(6-8)21-15(14(20)13(9)19)7-1-4-10(17)11(18)5-7/h1-6,14-18,20H	MS000010495	C01378	C15H12O6	288.255	288.0634	101.9								
mr1053	271.1	153.1	9.7	80	20	Apigenin	Flavonoid	standard	O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H	MS000000017	C01477	C15H10O5	270.24	270.0528	147.9	H+	271.0601	153.1	243.2	229.1	197.2	145.2	
mr1159	195.1	145	5.1	20	10	Ferulic acid	Polyphenol	standard	COc1cc(C=CC(=O)O)ccc1O	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	MS000000363	C01494	C10H10O4	194.186	194.0579	179.6	H+	195.0649	145	177.1	149.1	117		
mr2405	246.099	130.1	6.2	-70	-10	Linamarin	Other	putative	CC(C)(C#N)OC1OC(CO)C(O)C(O)C1O	InChI=1S/C10H17NO6/c1-10(2,4-11)17-9-8(15)7(14)6(13)5(3-12)16-9/h5-9,12-15H,3H2,1-2H3	MS000013177	C01594	C10H17NO6	247.247	247.1056	2.6	H-	246.0986	130.1	210.1	109	228.1	166.1	
mr1054	281.2	81.1	16.3	40	30	Linoleic acid	Lipid	standard	CCCCCC=CCC=CCCCCCCCC(=O)O	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)	MS000002087	C01595	C18H32O2	280.452	280.2402	169.3	H+	281.2473	81.1	263.3	245.3	105.1	91.1	
mr2076	233.1	174.1	6.5	30	20	Melatonin	Amino acid derivative	standard	COc1ccc2[nH]cc(CCNC(C)=O)c2c1	InChI=1S/C13H16N2O2/c1-9(16)14-6-5-10-8-15-13-4-3-11(17-2)7-12(10)13/h3-4,7-8,15H,5-6H2,1-2H3,(H,14,16)	MS000000010	C01598	C13H16N2O2	232.283	232.1212	122.6	H+	233.1285	174.1	159.1	143.1	115.1	130.1	216.1
GA3	345.2	239.1	9.3	-80	-22	GA3	Phytohormone derivative	putative	C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O	InChI=1S/C19H22O6/c1-9-7-17-8-18(9,24)5-3-10(17)19-6-4-11(20)16(2,15(23)25-19)13(19)12(17)14(21)22/h4,6,10-13,20,24H,1,3,5,7-8H2,2H3,(H,21,22)	MS000000914	C01699	C19H22O6	346.379	346.1416	189.7								
mr1441	433.1	283.1	6.5	60	30	Apigenin 6-C-glucoside	Flavonoid	putative	O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12	InChI=1S/C21H20O10/c22-7-14-17(26)19(28)20(29)21(31-14)16-11(25)6-13-15(18(16)27)10(24)5-12(30-13)8-1-3-9(23)4-2-8/h1-6,14,17,19-23,25-29H,7H2	MS000009386	C01714	C21H20O10	432.381	432.1056	29.7	H+	433.1128	283.1	313.1	337.1	367.1	397.1	
mr1035	190.1	144	6.7	20	40	Kynurenic acid	Amino acid derivative	standard	O=C(O)c1cc(=O)c2ccccc2[nH]1	InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)	MS000000392	C01717	C10H7NO3	189.17	189.0426	265.3	H+	190.0496	144	116	162			
mr272	193.1	178.2	7.9	10	20	Scopoletin	Polyphenol	putative	COc1cc2ccc(=O)oc2cc1O	InChI=1S/C10H8O4/c1-13-9-4-6-2-3-10(12)14-8(6)5-7(9)11/h2-5,11H,1H3	MS000000709	C01752	C10H8O4	192.17	192.0423	262.7	H+	193.0501	178.2	150	133.1	105	91	
R11-0712	147	91.1	4.7	80	60	2-Hydroxycinnamic acid	Polyphenol	putative	O=C(O)C=Cc1ccccc1O	InChI=1S/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)	MS000000150	C01772	C9H8O3	164.16	164.0473	110057	H+	147.0444	91.1	103.1	95	77	75	89
mr1072	449.1	299.2	6	60	30	Luteolin 6-C-glucoside	Flavonoid	standard	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12	InChI=1S/C21H20O11/c22-6-14-17(27)19(29)20(30)21(32-14)16-11(26)5-13-15(18(16)28)10(25)4-12(31-13)7-1-2-8(23)9(24)3-7/h1-5,14,17,19-24,26-30H,6H2	MS000009382	C01821	C21H20O11	448.38	448.1006	17.5	H+	449.1078	299.2	339.1	329.1	283.2		
S17-2371	522.2	163.1	1.8	60	20	Maltotriose	Sugar	putative	OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O	InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2	MS000000877	C01835	C18H32O16	504.438	504.169	33766	NH4+	522.2029	163.1	325.1	145	127	289.1	343.1
mr803	146	86	1.3	80	50	Acetylcholine	Other	putative	CC(=O)OCC[N+](C)(C)C	InChI=1S/C7H16NO2/c1-7(9)10-6-5-8(2,3)4/h5-6H2,1-4H3/q+1	MS000007638	C01996	C7H16NO2+	146.21	146.1176	7698.3	H+	146	86	68				
mr4022	222	136	4.7	20	30	Dihydrozeatin	Phytohormone derivative	standard	CC(CO)CCNc1nc[nH]c2ncnc1-2	InChI=1S/C10H15N5O/c1-7(4-16)2-3-11-9-8-10(13-5-12-8)15-6-14-9/h5-7,16H,2-4H2,1H3,(H2,11,12,13,14,15)	MS000008122	C02029	C10H15N5O	221.264	221.1277	610.3	H+	222	136	119	92			
GA19-2	361.2	255.2	9.9	-100	-39	GA19	Phytohormone derivative	putative	C=C1CC23CC1(O)CCC2C1(C=O)CCCC(C)(C(=O)O)C1C3C(=O)O	InChI=1S/C20H26O6/c1-11-8-19-9-20(11,26)7-4-12(19)18(10-21)6-3-5-17(2,16(24)25)14(18)13(19)15(22)23/h10,12-14,26H,1,3-9H2,2H3,(H,22,23)(H,24,25)	MS000009903	C02034	C20H26O6	362.422	362.1729	94.8								
GA20	331.2	243.2	9.6	-150	-26	GA20	Phytohormone derivative	putative	C=C1CC23CC1(O)CCC2C12CCCC(C)(C(=O)O1)C2C3C(=O)O	InChI=1S/C19H24O5/c1-10-8-17-9-18(10,23)7-4-11(17)19-6-3-5-16(2,15(22)24-19)13(19)12(17)14(20)21/h11-13,23H,1,3-9H2,2H3,(H,20,21)	MS000009904	C02035	C19H24O5	332.396	332.1624	135								
S19-1280	206.1	130.1	6.3	40	60	Indole-3-lactic acid	Phytohormone derivative	putative	O=C(O)C(O)Cc1c[nH]c2ccccc12	InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)	MS000000385	C02043	C11H11NO3	205.213	205.0739	91.9	H+	206.0812	130.1	118.1	170.1	115.1	146.1	160.1
p0060	189.2	70.1	1.1	40	30	Glycyl-L-leucine	Amino acid derivative	putative	CC(C)CC(NC(=O)CN)C(=O)O	InChI=1S/C8H16N2O3/c1-5(2)3-6(8(12)13)10-7(11)4-9/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)	MS000000369	C02155	C8H16N2O3	188.227	188.1161	407.5								
mr1348	212.1	194.1	0.7	20	20	Phosphocreatine	Other	putative	CN(CC(=O)O)C(=N)NP(=O)(O)O	InChI=1S/C4H10N3O5P/c1-7(2-3(8)9)4(5)6-13(10,11)12/h2H2,1H3,(H,8,9)(H4,5,6,10,11,12)	MS000004528	C02305	C4H10N3O5P	211.114	211.0358	269.9	H+	212.1	194.1	166.1	152.2	134.1	94.1	
mr197	204.1	85.1	0.8	80	50	Acetyl-carnitine	Other	putative	CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3	MS000007650	C02571	C9H17NO4	203.238	203.1158	113.5	H+	204.123	85.1	168.1	144.1	96.1		
mr2272	367.103	193.1	6.2	-30	-40	3-O-Feruloylquinic acid	Polyphenol	standard	COc1cc(C=CC(=O)OC2CC(O)(C(=O)O)CC(O)C2O)ccc1O	InChI=1S/C17H20O9/c1-25-12-6-9(2-4-10(12)18)3-5-14(20)26-13-8-17(24,16(22)23)7-11(19)15(13)21/h2-6,11,13,15,18-19,21,24H,7-8H2,1H3,(H,22,23)	MS000010856	C02572	C17H20O9	368.338	368.1107	1.2	H-	367.1031	193.1	117	149.1	93		
mr661	179	147	7.7	30	20	Coniferyl aldehyde	Polyphenol	putative	COc1cc(C=CC=O)ccc1O	InChI=1S/C10H10O3/c1-13-10-7-8(3-2-6-11)4-5-9(10)12/h2-7,12H,1H3	MS000008107	C02666	C10H10O3	178.187	178.063	394.5	H+	179	147	119	91			
n13543	199.17	181.2	15.1	-40	-30	Lauric acid	Lipid	putative	CCCCCCCCCCCC(=O)O	InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)	MS000002464	C02679	C12H24O2	200.322	200.1776	1.7	H-	199.1704	181.2	155.1	171	143.1	135	
n06858	339.122	205.1	13.31	-10	-30	Sinapoyl malate	Phenolamide	putative	COc1cc(C=CC(=O)OC(CC(=O)O)C(=O)O)cc(OC)c1O	InChI=1S/C15H16O9/c1-22-9-5-8(6-10(23-2)14(9)19)3-4-13(18)24-11(15(20)21)7-12(16)17/h3-6,11,19H,7H2,1-2H3,(H,16,17)(H,20,21)	MS000010086	C02887	C15H16O9	340.284	340.0794	146.6		339.122	205.1	219.1	59	159.1	191.1	
mr650	157.1	130.1	4.3	80	40	3-Indoleacetonitrile	Phytohormone derivative	standard	N#CCc1c[nH]c2ccccc12	InChI=1S/C10H8N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5H2	MS000000183	C02938	C10H8N2	156.188	156.0687	154.1	H+	157.076	130.1	117.1	90	105	77	63
mr1004	251.1	163.2	1	30	10	N-Caffeoylputrescine	Phenolamide	standard	NCCCCNC(=O)C=Cc1ccc(O)c(O)c1	InChI=1S/C13H18N2O3/c14-7-1-2-8-15-13(18)6-4-10-3-5-11(16)12(17)9-10/h3-6,9,16-17H,1-2,7-8,14H2,(H,15,18)	MS000015018	C03002	C13H18N2O3	250.298	250.1317	155.7	H+	251.1394	163.2	135.1	117	89		
p0736	145.2	70.1	1.3	40	30	4-Guanidinobutanamide	Phenolamide	putative	N=C(O)CCCNC(=N)N	InChI=1S/C5H12N4O/c6-4(10)2-1-3-9-5(7)8/h1-3H2,(H2,6,10)(H4,7,8,9)	MS000017791	C03078	C5H12N4O	144.178	144.1011	636								
S19-2400	247.1	159.1	7.3	20	30	N-Acetyl-tryptophan	Amino acid derivative	putative	CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O	InChI=1S/C13H14N2O3/c1-8(16)15-12(13(17)18)6-9-7-14-11-5-3-2-4-10(9)11/h2-5,7,12,14H,6H2,1H3,(H,15,16)(H,17,18)	MS000000643	C03137	C13H14N2O3	246.266	246.1004	31.1	H+	247.1077	159.1	188.1	146.1	130.1	115.1	91.1
S13-0900	307.3	95.1	15.6	20	30	8Z,11Z,14Z-Eicosatrienoic acid	Lipid	putative	CCCCCC=CCC=CCC=CCCCCCCC(=O)O	InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13H,2-5,8,11,14-19H2,1H3,(H,21,22)	MS000000305	C03242	C20H34O2	306.49	306.2559	120.3	H+	307.2632	95.1	67.1	79.1	109.1	65	53
n03620	277.145	134	13.6	-10	-20	Mono(2-ethylhexyl) phthalate (MEHP)	Other	putative	CCCCC(CC)COC(=O)c1ccccc1C(=O)O	InChI=1S/C16H22O4/c1-3-5-8-12(4-2)11-20-16(19)14-10-7-6-9-13(14)15(17)18/h6-7,9-10,12H,3-5,8,11H2,1-2H3,(H,17,18)	MS000002300	C03343	C16H22O4	278.348	278.1518	1.6	H-	277.1445	134	127.1	93	121	147	75
mr2817	472.159	404.2	5	-50	-30	Folinic acid	Vitamin	putative	N=c1nc(O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O	InChI=1S/C20H23N7O7/c21-20-25-16-15(18(32)26-20)27(9-28)12(8-23-16)7-22-11-3-1-10(2-4-11)17(31)24-13(19(33)34)5-6-14(29)30/h1-4,9,12-13,22H,5-8H2,(H,24,31)(H,29,30)(H,33,34)(H4,21,23,25,26,32)	MS000000365	C03479	C20H23N7O7	473.446	473.1659	0.7	H-	472.1592	404.2	128	300.1	92.1		
n01931	206.082	164.1	7.3	-60	-20	N-Acetyl-phenylalanine	Amino acid derivative	putative	CC(=O)NC(Cc1ccccc1)C(=O)O	InChI=1S/C11H13NO3/c1-8(13)12-10(11(14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,12,13)(H,14,15)	MS000000276	C03519	C11H13NO3	207.229	207.0895	1.2	H-	206.0823	164.1	147	91.1	58	103.1	
GA8-1	363.2	257.2	8.4	-166	-22	GA8	Phytohormone derivative	putative	C=C1CC23CC1(O)CCC2C12CC(O)C(O)C(C)(C(=O)O1)C2C3C(=O)O	InChI=1S/C19H24O7/c1-8-5-17-7-18(8,25)4-3-10(17)19-6-9(20)13(21)16(2,15(24)26-19)12(19)11(17)14(22)23/h9-13,20-21,25H,1,3-7H2,2H3,(H,22,23)	MS000009901	C03579	C19H24O7	364.394	364.1522	151.2								
mr2004	104.1	58.1	1.2	40	10	2-Aminoisobutyric acid	Organic acid	putative	CC(C)(N)C(=O)O	InChI=1S/C4H9NO2/c1-4(2,5)3(6)7/h5H2,1-2H3,(H,6,7)	MS000006711	C03665	C4H9NO2	103.121	103.0633	285.7	H+	104.0706	58.1	53	56	60.1		
mr2028	154.1	91.1	1.1	70	30	Dopamine	Amino acid derivative	standard	NCCc1ccc(O)c(O)c1	InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2	MS000000004	C03758	C8H11NO2	153.181	153.079	89.8	H+	154.0863	91.1	137.1	119	65	109.1	79.1
mr1418	520.3	184.2	14	80	10	LysoPC 18:2	Lipid	putative	CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C	InChI=1S/C26H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h9-10,12-13,25,28H,5-8,11,14-24H2,1-4H3	MS000010525	C04100	C26H50NO7P	519.66	519.3325	76.5	H+	520.3393	184.2	502.7	182.3	185.5		
IAA-Glc	338	130	6.4	60	50	IAA-Glc	Phytohormone derivative	standard	O=C(Cc1c[nH]c2ccccc12)OC1OC(CO)C(O)C(O)C1O	InChI=1S/C16H19NO7/c18-7-11-13(20)14(21)15(22)16(23-11)24-12(19)5-8-6-17-10-4-2-1-3-9(8)10/h1-4,6,11,13-18,20-22H,5,7H2	MS000018242	C04197	C16H19NO7	337.328	337.1162	366.2								
mr1147	301.1	286	9.4	60	30	Chrysoeriol	Flavonoid	standard	COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O	InChI=1S/C16H12O6/c1-21-14-4-8(2-3-10(14)18)13-7-12(20)16-11(19)5-9(17)6-15(16)22-13/h2-7,17-19H,1H3	MS000010314	C04293	C16H12O6	300.266	300.0634	97.8	H+	301.1	286	258.1				
mr179	144	113.1	4.9	30	20	4-Methyl-5-thiazoleethanol	Other	putative	Cc1ncsc1CCO	InChI=1S/C6H9NOS/c1-5-6(2-3-8)9-4-7-5/h4,8H,2-3H2,1H3	MS000001997	C04294	C6H9NOS	143.211	143.0405	333.8	H+	144.0478	113.1	126.1	103.1	91.1		
mr1070	433.1	271.1	7.1	50	30	Apigenin 7-O-glucoside	Flavonoid	standard	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12	InChI=1S/C21H20O10/c22-8-16-18(26)19(27)20(28)21(31-16)29-11-5-12(24)17-13(25)7-14(30-15(17)6-11)9-1-3-10(23)4-2-9/h1-7,16,18-24,26-28H,8H2	MS000009934	C04608	C21H20O10	432.381	432.1056	29.7	H+	433.113	271.1	415	313.1	253.3	153.2	
p0662	212.1	166.1	4.1	40	30	DIMBOA	Amino acid derivative	putative	COc1ccc2c(c1)OC(O)C(=O)N2O	InChI=1S/C9H9NO5/c1-14-5-2-3-6-7(4-5)15-9(12)8(11)10(6)13/h2-4,9,12-13H,1H3	MS000015230	C04720	C9H9NO5	211.173	211.0481	211.6								
mr1313	295.2	157	9.6	40	20	3-oxo-2-(cis-2’-pentenyl)-cyclopentane-1-octanoate	Lipid	putative	CCC=CCC1C(=O)CCC1CCCCCCCC(=O)O	InChI=1S/C18H30O3/c1-2-3-7-11-16-15(13-14-17(16)19)10-8-5-4-6-9-12-18(20)21/h3,7,15-16H,2,4-6,8-14H2,1H3,(H,20,21)	MS000016178	C04780	C18H30O3	294.435	294.2195	90.9	H+	295.2267	157	115	81.1	71.1		
mr1125	374.1	198.2	5	80	50	DIMBOA glucoside	Other	putative	COc1ccc2c(c1)OC(OC1OC(CO)C(O)C(O)C1O)C(=O)N2O	InChI=1S/C15H19NO10/c1-23-6-2-3-7-8(4-6)24-15(13(21)16(7)22)26-14-12(20)11(19)10(18)9(5-17)25-14/h2-4,9-12,14-15,17-20,22H,5H2,1H3	MS000015025	C04831	C15H19NO10	373.314	373.1009	21.8	H+	374.1082	198.2	124	180.2	77.9		
